Gene.names	RBC	Plasma	Matrisome.1	Matrisome.2	Matrisome.3	Plasma.1	Subcellular.location..CC.
NDUFS2	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
NRXN1	NA	NA	NA	NA	NA	NA	Cell junction
MLLT11	NA	NA	NA	NA	NA	NA	Nucleus
FOXE3	NA	NA	NA	NA	NA	NA	Nucleus
LYAR	NA	NA	NA	NA	NA	NA	Nucleus
CCR5	NA	NA	NA	NA	NA	NA	Cell membrane
HYOU1	RBC	Plasma	NA	NA	NA	NA	Endoplasmic reticulum lumen
MYO6	NA	NA	NA	NA	NA	NA	Golgi apparatus
CEP63	NA	NA	NA	NA	NA	NA	Cytoplasm
DHRS7B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
GIMAP8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum
CRTC2	NA	NA	NA	NA	NA	NA	Cytoplasm
IGSF3	NA	NA	NA	NA	NA	NA	Membrane
PITHD1	RBC	NA	NA	NA	NA	NA	Cytoplasm
DEFB105A	NA	NA	NA	NA	NA	NA	Secreted
ANGPTL1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
CCDC127	NA	NA	NA	NA	NA	NA	NA
CNP	NA	NA	NA	NA	NA	NA	Membrane
CCNL1	NA	NA	NA	NA	NA	NA	Nucleus speckle
NHLH2	NA	NA	NA	NA	NA	NA	Nucleus
HENMT1	NA	NA	NA	NA	NA	NA	Cytoplasm
ATP10A	NA	NA	NA	NA	NA	NA	Cell membrane
SPRN	NA	NA	NA	NA	NA	NA	Cell membrane
COASY	RBC	NA	NA	NA	NA	NA	Cytoplasm
NIBAN1	NA	NA	NA	NA	NA	NA	Cytoplasm
CKLF	NA	NA	NA	NA	NA	NA	Membrane
TREX1	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm
CLEC2D	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Cell membrane
PMM2	RBC	NA	NA	NA	NA	NA	Cytoplasm
ADGRB3	NA	NA	NA	NA	NA	NA	Cell membrane
PCBP4	NA	NA	NA	NA	NA	NA	Cytoplasm
SCYL3	NA	NA	NA	NA	NA	NA	Cytoplasm
ERMAP	RBC	NA	NA	NA	NA	NA	Cell membrane
H2BC11	NA	NA	NA	NA	NA	NA	Nucleus Chromosome
MAD2L2	NA	NA	NA	NA	NA	NA	Nucleus
CHIT1	NA	NA	NA	NA	NA	NA	Secreted
RYBP	NA	NA	NA	NA	NA	NA	Nucleus
AGER	NA	NA	NA	NA	NA	NA	Membrane
VPS72	NA	NA	NA	NA	NA	NA	Nucleus
MRM3	NA	NA	NA	NA	NA	NA	Mitochondrion
TSPAN10	NA	NA	NA	NA	NA	NA	Membrane
B4GALT2	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus
SLC16A4	NA	NA	NA	NA	NA	NA	Cell membrane
ARL8B	RBC	NA	NA	NA	NA	NA	Late endosome membrane
KY	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Cytoplasm
TRMT12	NA	NA	NA	NA	NA	NA	NA
LAYN	NA	NA	NA	NA	NA	NA	Membrane
PSMD7	RBC	NA	NA	NA	NA	NA	Cytoplasm
RGS4	NA	NA	NA	NA	NA	NA	NA
VDR	NA	NA	NA	NA	NA	NA	Nucleus
GGN	NA	NA	NA	NA	NA	NA	Cytoplasm
CFAP36	NA	NA	NA	NA	NA	NA	Nucleus
EML5	NA	NA	NA	NA	NA	NA	Cytoplasm
SIPA1	NA	NA	NA	NA	NA	NA	Nucleus
CERS4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
NOC2L	NA	NA	NA	NA	NA	NA	Nucleus
TDG	NA	NA	NA	NA	NA	NA	Nucleus
ECM2	NA	NA	Core matrisome	ECM Glycoproteins	Other ECM	NA	Secreted
C1RL	NA	NA	NA	NA	Protease	comp	Secreted
PRR9	NA	NA	NA	NA	NA	NA	NA
COPG1	NA	NA	NA	NA	NA	NA	Cytoplasm
CSF1R	NA	Plasma	NA	NA	NA	NA	Cell membrane
GET3	RBC	NA	NA	NA	NA	NA	Cytoplasm
RHOT1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
CTDSP1	NA	NA	NA	NA	NA	NA	Nucleus
ADAM11	NA	NA	Matrisome-associated	ECM Regulators	Protease	Protease	Membrane
VIT	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Secreted
RNF220	NA	NA	NA	NA	NA	NA	Cytoplasm
SEZ6	NA	NA	NA	NA	NA	NA	Cell membrane
MEF2D	NA	NA	NA	NA	NA	NA	Nucleus
FOXR1	NA	NA	NA	NA	NA	NA	Nucleus
PRKAR2A	NA	NA	NA	NA	NA	NA	Cytoplasm
TNFSF18	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Cell membrane
CLDND2	NA	NA	NA	NA	NA	NA	Membrane
POU2F1	NA	NA	NA	NA	NA	NA	Nucleus
RASSF3	NA	NA	NA	NA	NA	NA	Cytoplasm
MACO1	NA	NA	NA	NA	NA	NA	Rough endoplasmic reticulum membrane
ACBD3	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
EXT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
FKBP7	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum lumen
CYLD	NA	NA	NA	NA	Protease	NA	Cytoplasm Cytoplasm
TIMM29	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
FAM131B	NA	NA	NA	NA	NA	NA	NA
C2orf78	NA	NA	NA	NA	NA	NA	NA
IL1R2	NA	NA	NA	NA	NA	NA	Membrane
STAT4	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus Note=Translocated into the nucleus in response to phosphorylation
ZBTB11	NA	NA	NA	NA	NA	NA	Nucleus
CCSER1	NA	NA	NA	NA	NA	NA	NA
CIC	NA	NA	NA	NA	NA	NA	Nucleus
TAOK1	NA	NA	NA	NA	NA	NA	Cytoplasm
AK4P3	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
CD3E	NA	NA	NA	NA	NA	NA	Cell membrane
CIITA	NA	NA	NA	NA	NA	NA	Nucleus
THUMPD3	NA	NA	NA	NA	NA	NA	NA
AGAP2	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
TPSB2	NA	NA	NA	NA	Protease	NA	NA
TPSAB1	NA	NA	NA	NA	Protease	NA	NA
CAB39	NA	NA	NA	NA	NA	NA	Cytoplasm
SERPINI2	NA	NA	Matrisome-associated	ECM Regulators	Protease Inhibitor	NA	Secreted
MAP4	NA	NA	NA	NA	NA	NA	Cytoplasm
PDLIM7	RBC	NA	NA	NA	NA	NA	Cytoplasm
SLC35A3	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
APOBEC2	NA	NA	NA	NA	NA	NA	NA
LRIG3	NA	NA	NA	NA	NA	NA	Cell membrane
FKBP15	NA	NA	NA	NA	NA	NA	Cytoplasm
NMI	NA	NA	NA	NA	NA	NA	Cytoplasm
HUS1	RBC	NA	NA	NA	NA	NA	Nucleus
LENG8	NA	NA	NA	NA	NA	NA	NA
ADD1	RBC	NA	NA	NA	NA	NA	Cytoplasm
SEPTIN7	RBC	NA	NA	NA	NA	NA	Cytoplasm
CCN1	NA	NA	NA	NA	signalling	signalling	Secreted
TLX3	NA	NA	NA	NA	NA	NA	Nucleus
CSNK1G2	NA	NA	NA	NA	NA	NA	Cytoplasm
GOT2	RBC	NA	NA	NA	NA	NA	Mitochondrion matrix Cell membrane
CEP290	NA	NA	NA	NA	NA	NA	Cytoplasm
POLD1	NA	NA	NA	NA	NA	NA	Nucleus
UQCC3	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
WDR53	NA	NA	NA	NA	NA	NA	NA
DGUOK	NA	NA	NA	NA	NA	NA	Mitochondrion
PIH1D1	NA	NA	NA	NA	NA	NA	Nucleus
PCP2	NA	NA	NA	NA	NA	NA	NA
SHISA6	NA	NA	NA	NA	NA	NA	Cell junction
LEMD1	NA	NA	NA	NA	NA	NA	NA
TATDN3	NA	NA	NA	NA	NA	NA	Nucleus
MILR1	NA	NA	NA	NA	NA	NA	Cell membrane
SMIM15	NA	NA	NA	NA	NA	NA	Membrane
HBEGF	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
GGA3	NA	NA	NA	NA	NA	NA	Golgi apparatus
SFTPB	NA	NA	Matrisome-associated	ECM-affiliated Proteins	NA	NA	Secreted
BLK	NA	NA	NA	NA	NA	NA	Cell membrane
RUVBL2	RBC	NA	NA	NA	NA	NA	Nucleus
GPATCH3	NA	NA	NA	NA	NA	NA	Nucleus
CHMP6	RBC	NA	NA	NA	NA	NA	Endomembrane system
NPHS2	NA	NA	NA	NA	NA	NA	Membrane
TNPO3	RBC	NA	NA	NA	NA	NA	Nucleus envelope
GCNT2	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
TMED6	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
ZCCHC17	NA	NA	NA	NA	NA	NA	Nucleus
PSMD1	RBC	NA	NA	NA	NA	NA	Cytoplasm
B3GALT1	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus membrane
BIN3	NA	NA	NA	NA	NA	NA	Cytoplasm
ODAM	NA	NA	NA	NA	NA	NA	Secreted
AKAP1	NA	NA	NA	NA	NA	NA	Mitochondrion outer membrane
EEF1AKMT4	NA	NA	NA	NA	NA	NA	NA
APC2	NA	NA	NA	NA	NA	NA	Cytoplasm
TRIM67	NA	NA	NA	NA	NA	NA	Cytoplasm
KCNJ16	NA	NA	NA	NA	NA	NA	Membrane
BPNT1	NA	NA	NA	NA	NA	NA	NA
RBKS	NA	NA	NA	NA	NA	NA	Cytoplasm
SCARB1	NA	NA	NA	NA	NA	NA	Cell membrane
ACTN4	RBC	NA	NA	NA	NA	cytoskeletal	Nucleus
HLA-DQB1	NA	NA	NA	NA	NA	NA	Membrane
GTF2H5	NA	NA	NA	NA	NA	NA	Nucleus
LLGL2	NA	NA	NA	NA	NA	NA	Cytoplasm
LAMTOR2	NA	NA	NA	NA	NA	NA	Late endosome membrane
MEFV	NA	NA	NA	NA	NA	NA	Cytoplasm
MNX1	NA	NA	NA	NA	NA	NA	Nucleus
COLQ	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Cell junction
SRD5A1	NA	NA	NA	NA	NA	NA	Microsome membrane
OBSCN	NA	NA	NA	NA	NA	NA	Cytoplasm
GOLIM4	NA	NA	NA	NA	NA	NA	Golgi apparatus
CALM1	RBC	NA	NA	NA	NA	NA	Cytoplasm
SEPTIN2	RBC	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
POM121L2	NA	NA	NA	NA	NA	NA	NA
CLK4	NA	NA	NA	NA	NA	NA	Nucleus
PCOLCE2	NA	NA	Core matrisome	ECM Glycoproteins	Protease Enhancer	NA	Secreted
MBD3	NA	NA	NA	NA	NA	NA	Nucleus
PRRT2	NA	NA	NA	NA	NA	NA	Cell membrane
PLEKHH3	NA	NA	NA	NA	NA	NA	NA
ARL8A	RBC	NA	NA	NA	NA	NA	Late endosome membrane
DCTN2	NA	NA	NA	NA	NA	NA	Cytoplasm
ABCC9	NA	NA	NA	NA	NA	NA	Membrane
CYP26B1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
PRRC2A	NA	NA	NA	NA	NA	NA	Cytoplasm
DAB1	NA	NA	NA	NA	NA	NA	NA
ATP6V0D1	NA	NA	NA	NA	NA	NA	Membrane
ZSWIM4	NA	NA	NA	NA	NA	NA	NA
CD1D	NA	NA	NA	NA	NA	NA	Cell membrane
DCP2	NA	NA	NA	NA	NA	NA	Cytoplasm
BRD7	NA	NA	NA	NA	NA	NA	Nucleus
GLI2	NA	NA	NA	NA	NA	NA	Nucleus
CREB1	NA	NA	NA	NA	NA	NA	Nucleus
XXYLT1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
TNFRSF10B	NA	NA	NA	NA	NA	NA	Membrane
TNFRSF10C	NA	NA	NA	NA	NA	NA	Membrane
TNFRSF10D	NA	NA	NA	NA	NA	NA	Membrane
RNF112	NA	NA	NA	NA	NA	NA	Membrane
TMEM72	NA	NA	NA	NA	NA	NA	Membrane
FAM83A	NA	NA	NA	NA	NA	NA	Cytoplasm
MON1A	NA	NA	NA	NA	NA	NA	NA
WDR35	NA	NA	NA	NA	NA	NA	Cytoplasm
RBBP4	NA	NA	NA	NA	NA	NA	Nucleus
RSRP1	NA	NA	NA	NA	NA	NA	NA
TMEM54	NA	NA	NA	NA	NA	NA	Membrane
LRRC46	NA	NA	NA	NA	NA	NA	NA
CD69	NA	NA	NA	NA	NA	NA	Membrane
ASCL2	NA	NA	NA	NA	NA	NA	Nucleus
LHX1	NA	NA	NA	NA	NA	NA	Nucleus
AP2M1	RBC	NA	NA	NA	NA	NA	Cell membrane
TRMT1L	NA	NA	NA	NA	NA	NA	NA
TPSG1	NA	NA	NA	NA	Protease	NA	Membrane
ICAM4	NA	NA	NA	NA	NA	NA	Cell membrane
FBF1	NA	NA	NA	NA	NA	NA	Cytoplasm
NPEPPS	RBC	NA	NA	NA	Protease	NA	Cytoplasm
BCL6B	NA	NA	NA	NA	NA	NA	Nucleus
NR1I3	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Cytoplasm
CAPN5	RBC	NA	NA	NA	Protease	NA	NA
NUCKS1	NA	NA	NA	NA	NA	NA	Nucleus
CLDN16	NA	NA	NA	NA	NA	NA	Cell junction
KLHL18	NA	NA	NA	NA	NA	NA	NA
TPP1	NA	NA	NA	NA	Protease	NA	Lysosome
ACOXL	NA	NA	NA	NA	NA	NA	NA
MICAL2	NA	NA	NA	NA	NA	NA	Nucleus
SNAPC4	NA	NA	NA	NA	NA	NA	Nucleus
TPBGL	NA	NA	NA	NA	NA	NA	Membrane
ETV2	NA	NA	NA	NA	NA	NA	Nucleus
PRPF38B	NA	NA	NA	NA	NA	NA	Nucleus
VAMP4	NA	NA	NA	NA	NA	NA	Golgi apparatus
SLC25A48	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
TNFRSF14	NA	NA	NA	NA	NA	NA	Membrane
REP15	NA	NA	NA	NA	NA	NA	Early endosome membrane
ELMO3	NA	NA	NA	NA	NA	NA	Cytoplasm
MED13L	NA	NA	NA	NA	NA	NA	Nucleus
GATA3	NA	NA	NA	NA	NA	NA	Nucleus
KCNN1	NA	NA	NA	NA	NA	NA	Membrane
PRPF40B	NA	NA	NA	NA	NA	NA	Nucleus speckle
RBMS1	NA	NA	NA	NA	NA	NA	Nucleus
DST	NA	NA	NA	NA	NA	NA	Cytoplasm
RASIP1	NA	NA	NA	NA	NA	NA	Cytoplasm
GJA5	NA	NA	NA	NA	NA	NA	Cell membrane
GPX6	NA	NA	NA	NA	NA	NA	Secreted
ADPGK	RBC	NA	NA	NA	NA	NA	Secreted
NAXE	RBC	NA	NA	NA	NA	NA	Mitochondrion
GRAMD1A	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
EPHA1	NA	NA	NA	NA	NA	NA	Cell membrane
PRKAG1	NA	NA	NA	NA	NA	NA	NA
INSL5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
CXCR5	NA	NA	NA	NA	NA	NA	Cell membrane
TUBA4A	RBC	NA	NA	NA	NA	cytoskeletal	Cytoplasm
SMPD4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
WWP2	NA	NA	NA	NA	NA	NA	Nucleus
FOXP4	NA	NA	NA	NA	NA	NA	Nucleus
SF3A2	NA	NA	NA	NA	NA	NA	Nucleus
NDUFAF3	NA	NA	NA	NA	NA	NA	Nucleus
ACOT1	NA	NA	NA	NA	NA	NA	Peroxisome
ACOT2	NA	NA	NA	NA	NA	NA	Peroxisome
NPHS1	NA	NA	NA	NA	NA	NA	Cell membrane
ZSCAN20	NA	NA	NA	NA	NA	NA	Nucleus
GOLGA7	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
LEFTY1	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
LEFTY2	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
FAM171B	NA	NA	NA	NA	NA	NA	Membrane
RPAP2	NA	NA	NA	NA	NA	NA	Cytoplasm
MEIS3	NA	NA	NA	NA	NA	NA	Nucleus
IRF2BP2	NA	NA	NA	NA	NA	NA	Cytoplasm
SLC25A3	RBC	NA	NA	NA	NA	NA	Mitochondrion inner membrane
DDX59	NA	NA	NA	NA	NA	NA	Cytoplasm
TRAF4	NA	NA	NA	NA	NA	NA	Cytoplasm
WFS1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
DAXX	NA	NA	NA	NA	NA	NA	Cytoplasm
KLHL10	NA	NA	NA	NA	NA	NA	Cytoplasm
TMEM52	NA	NA	NA	NA	NA	NA	Membrane
DHPS	NA	NA	NA	NA	NA	NA	NA
JADE2	NA	NA	NA	NA	NA	NA	NA
PRR14	NA	NA	NA	NA	NA	NA	Chromosome
DOK2	RBC	NA	NA	NA	NA	NA	NA
EIF4G3	NA	NA	NA	NA	NA	NA	NA
FAF1	RBC	NA	NA	NA	NA	NA	Nucleus
COX17	NA	NA	NA	NA	NA	mito	Mitochondrion intermembrane space
AFF3	NA	NA	NA	NA	NA	NA	Nucleus
LRRIQ3	NA	NA	NA	NA	NA	NA	NA
ACVR1C	NA	NA	NA	NA	NA	NA	Membrane
THUMPD1	NA	NA	NA	NA	NA	NA	NA
PDLIM2	NA	NA	NA	NA	NA	NA	Cytoplasm Cytoplasm
UNC13A	NA	NA	NA	NA	NA	NA	Cytoplasm
FER1L5	NA	NA	NA	NA	NA	NA	Cell membrane
SMCO2	NA	NA	NA	NA	NA	NA	Membrane
POLK	NA	NA	NA	NA	NA	NA	Nucleus
MFSD11	NA	NA	NA	NA	NA	NA	Membrane
RNPEPL1	NA	NA	NA	NA	Protease	NA	NA
CRACD	NA	NA	NA	NA	NA	NA	Cytoplasm
ICA1L	NA	NA	NA	NA	NA	NA	NA
EXOSC2	NA	NA	NA	NA	NA	NA	Cytoplasm
TBX20	NA	NA	NA	NA	NA	NA	Nucleus
BMPR1A	NA	NA	NA	NA	NA	NA	Cell membrane
U2AF1L4	NA	NA	NA	NA	NA	NA	Nucleus
GDF6	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
PWP1	RBC	NA	NA	NA	NA	NA	Nucleus
NF1	NA	NA	NA	NA	NA	NA	Nucleus
ITPRIPL1	NA	NA	NA	NA	NA	NA	Membrane
UROC1	NA	NA	NA	NA	NA	NA	NA
MRPL9	NA	NA	NA	NA	NA	NA	Mitochondrion
EAF2	NA	NA	NA	NA	NA	NA	Nucleus speckle
RTF1	NA	NA	NA	NA	NA	NA	Nucleus
SGTA	NA	NA	NA	NA	NA	NA	Cytoplasm
ZPLD1	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Cytoplasmic vesicle membrane
KIF1A	NA	NA	NA	NA	NA	NA	Cytoplasm
PTP4A3	NA	NA	NA	NA	NA	NA	Cell membrane Early endosome
DMP1	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Nucleus
KCNK9	NA	NA	NA	NA	NA	NA	Cell membrane
STXBP5	NA	NA	NA	NA	NA	NA	Cytoplasm
CYRIA	NA	NA	NA	NA	NA	NA	Membrane
PDK1	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
FAM72C	NA	NA	NA	NA	NA	NA	Cytoplasm
FAM72A	NA	NA	NA	NA	NA	NA	Cytoplasm
FAM72D	NA	NA	NA	NA	NA	NA	Cytoplasm
FAM72B	NA	NA	NA	NA	NA	NA	Cytoplasm
LTBP3	NA	NA	Core matrisome	ECM Glycoproteins	Signalling	NA	Secreted
MDH2	RBC	NA	NA	NA	NA	NA	Mitochondrion matrix
MACROH2A1	NA	NA	NA	NA	NA	NA	Nucleus
KLKB1	RBC	Plasma	NA	NA	Protease	coag	Secreted
TOR1AIP1	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
DPYD	NA	NA	NA	NA	NA	NA	Cytoplasm
PPM1J	NA	NA	NA	NA	NA	NA	NA
STK25	NA	NA	NA	NA	NA	NA	Cytoplasm
PCNX2	NA	NA	NA	NA	NA	NA	Membrane
CD247	NA	NA	NA	NA	NA	NA	Cell membrane
IFTAP	NA	NA	NA	NA	NA	NA	NA
MSLN	NA	NA	NA	NA	NA	NA	Cell membrane
PRAMEF12	NA	NA	NA	NA	NA	NA	NA
PRAMEF15	NA	NA	NA	NA	NA	NA	NA
PRAMEF14	NA	NA	NA	NA	NA	NA	NA
PRAMEF19	NA	NA	NA	NA	NA	NA	NA
PRAMEF17	NA	NA	NA	NA	NA	NA	NA
PRAMEF20	NA	NA	NA	NA	NA	NA	NA
PRAMEF27	NA	NA	NA	NA	NA	NA	NA
PRAMEF25	NA	NA	NA	NA	NA	NA	NA
PRAMEF9	NA	NA	NA	NA	NA	NA	NA
PRAMEF26	NA	NA	NA	NA	NA	NA	NA
ALOX5	NA	NA	NA	NA	NA	NA	Cytoplasm
DEFB110	NA	NA	NA	NA	NA	NA	Secreted
SKP2	NA	NA	NA	NA	NA	NA	Cytoplasm
DCAF8	NA	NA	NA	NA	NA	NA	Nucleus
SNX31	NA	NA	NA	NA	NA	NA	NA
FBXW11	NA	NA	NA	NA	NA	NA	Cytoplasm
HDGF	NA	NA	NA	NA	NA	NA	Nucleus
NCF2	NA	NA	NA	NA	NA	NA	Cytoplasm
DNAJC27	NA	NA	NA	NA	NA	NA	Nucleus
VPS37C	NA	NA	NA	NA	NA	NA	Late endosome membrane
ADRB2	NA	NA	NA	NA	NA	NA	Cell membrane
CELF6	NA	NA	NA	NA	NA	NA	Nucleus
DFFB	NA	NA	NA	NA	NA	NA	Cytoplasm Nucleus
FGF5	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
HSPA9	RBC	NA	NA	NA	NA	NA	Mitochondrion
HSD17B7	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
HEATR5B	NA	NA	NA	NA	NA	NA	Cytoplasm
CMIP	NA	NA	NA	NA	NA	NA	Nucleus
ODC1	NA	NA	NA	NA	NA	NA	NA
TNFSF13	NA	NA	Matrisome-associated	Secreted Factors	Signalling	NA	Secreted
HAPLN3	NA	NA	Core matrisome	Proteoglycans	Structural ECM	NA	Secreted
CYP2S1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
RPS8	RBC	NA	NA	NA	NA	NA	Cytoplasm
ATG101	NA	NA	NA	NA	NA	NA	Cytoplasm
SNCB	NA	NA	NA	NA	NA	NA	Cytoplasm
GALNT3	NA	NA	NA	NA	NA	NA	Golgi apparatus
IQCF5	NA	NA	NA	NA	NA	NA	NA
RAPGEF2	NA	NA	NA	NA	NA	NA	Cytoplasm
ALDH1L1	NA	NA	NA	NA	NA	NA	Cytoplasm
CCDC125	NA	NA	NA	NA	NA	NA	Cytoplasm
ZWILCH	NA	NA	NA	NA	NA	NA	Chromosome
ZCWPW1	NA	NA	NA	NA	NA	NA	Nucleus
CWC27	NA	NA	NA	NA	NA	NA	Nucleus
NFASC	NA	NA	NA	NA	NA	NA	Cell membrane
SNRPD2	NA	NA	NA	NA	NA	NA	Cytoplasm
HPCAL1	NA	NA	NA	NA	NA	NA	Membrane
TMEM41B	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CTAGE15	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
MIA2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CTAGE9	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CTAGE8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
CTAGE4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
HTR3B	NA	NA	NA	NA	NA	NA	Cell membrane
PRSS1	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
PRSS2	NA	NA	Matrisome-associated	ECM Regulators	Protease	NA	Secreted
KNL1	NA	NA	NA	NA	NA	NA	Nucleus
SLCO1B1	NA	NA	NA	NA	NA	NA	Cell membrane
LFNG	NA	NA	NA	NA	NA	saccharide metabolism	Golgi apparatus membrane
IRX2	NA	NA	NA	NA	NA	NA	Nucleus
MRPL47	NA	NA	NA	NA	NA	NA	Mitochondrion
QSOX1	RBC	Plasma	NA	NA	NA	plasma - redox	Golgi apparatus membrane
PRAMEF12	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF15	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF14	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF19	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF17	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF20	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF27	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF25	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF9	NA	NA	NA	NA	NA	NA	Cytoplasm
PRAMEF26	NA	NA	NA	NA	NA	NA	Cytoplasm
PTGES3	RBC	NA	NA	NA	NA	NA	Cytoplasm
SNAPC3	NA	NA	NA	NA	NA	NA	Nucleus
ALKAL1	NA	NA	NA	NA	NA	NA	Secreted
IGF2BP2	NA	NA	NA	NA	NA	NA	Nucleus
GPR151	NA	NA	NA	NA	NA	NA	Cell membrane
PHF21A	NA	NA	NA	NA	NA	NA	Nucleus
GKN1	NA	NA	NA	NA	NA	NA	Secreted
COL8A2	NA	NA	Core matrisome	Collagens	Network-forming Collagen	NA	Secreted
NELL2	NA	NA	Core matrisome	ECM Glycoproteins	NA	NA	Secreted
YARS2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
XRRA1	NA	NA	NA	NA	NA	NA	Cytoplasm
HCRT	NA	NA	NA	NA	NA	NA	Rough endoplasmic reticulum
LRRC52	NA	NA	NA	NA	NA	NA	Cell membrane
FBXO41	NA	NA	NA	NA	NA	NA	NA
PCYT1A	NA	NA	NA	NA	NA	NA	Cytoplasm
KRTCAP3	NA	NA	NA	NA	NA	NA	Membrane
SRA1	RBC	NA	NA	NA	NA	NA	Nucleus
GPR161	NA	NA	NA	NA	NA	NA	Cell projection
CRIP3	NA	NA	NA	NA	NA	NA	Cytoplasm
NEDD4	RBC	NA	NA	NA	NA	NA	Cytoplasm Cell membrane
CAPN7	NA	NA	NA	NA	Protease	NA	Nucleus
GALNT15	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
C2CD4D	NA	NA	NA	NA	NA	comp	NA
SELENOW	NA	NA	NA	NA	NA	NA	Cytoplasm
CCDC14	NA	NA	NA	NA	NA	NA	Cytoplasm
TLR9	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
TNFRSF14	NA	NA	NA	NA	NA	NA	Cell membrane
LRRC7	NA	NA	NA	NA	NA	NA	Cytoplasm
DMBX1	NA	NA	NA	NA	NA	NA	Nucleus
TYW1B	NA	NA	NA	NA	NA	NA	NA
TYW1	NA	NA	NA	NA	NA	NA	NA
LUZP1	NA	NA	NA	NA	NA	NA	Nucleus Note=Also detected in soma and dendrites of neurons
WDR82	NA	NA	NA	NA	NA	NA	Nucleus
CD7	NA	NA	NA	NA	NA	NA	Membrane
ARIH2	RBC	NA	NA	NA	NA	NA	Nucleus
SLC45A2	NA	NA	NA	NA	NA	NA	Melanosome membrane
PLXND1	NA	NA	Matrisome-associated	ECM-affiliated Proteins	Other ECM	NA	Cell membrane
POPDC2	NA	NA	NA	NA	NA	NA	Membrane
RAB10	RBC	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
PKD2L2	NA	NA	NA	NA	NA	NA	Membrane
