Gene_Symbol	Protein_length	Division	Category	Secretome
CACNA1S	1873	Cell membrane	Cell membrane	Non-secretome
CACNB1	598	Cell membrane	Cell membrane	Non-secretome
CACNG1	222	Cell membrane	Cell membrane	Non-secretome
CACNG7	275	Cell membrane	Cell membrane	Non-secretome
CACNG8	425	Cell membrane	Cell membrane	Non-secretome
CALCR	474	Cell membrane	Cell membrane	Non-secretome
CALHM1	346	Cell membrane	Cell membrane	Non-secretome
CASR	1078	Cell membrane	Cell membrane	Non-secretome
CCDC88A	1871	Cell membrane	Cell membrane	Non-secretome
CCKAR	428	Cell membrane	Cell membrane	Non-secretome
CCKBR	447	Cell membrane	Cell membrane	Non-secretome
CCRL2	344	Cell membrane	Cell membrane	Non-secretome
CD300E	205	Cell membrane	Cell membrane	Non-secretome
CD300LD	194	Cell membrane	Cell membrane	Non-secretome
CD300LF	290	Cell membrane	Cell membrane	Non-secretome
CD8B2	210	Plasma membrane	Cell membrane	Non-secretome
CDH18	790	Plasma membrane	Cell membrane	Intracellular and membrane
CDH20	801	Cell membrane	Cell membrane	Non-secretome
CDH22	828	Cell membrane	Cell membrane	Non-secretome
CDH24	819	Cell membrane	Cell membrane	Non-secretome
CDH7	785	Cell membrane	Cell membrane	Non-secretome
CDK5R2	367	Cell membrane	Cell membrane	Non-secretome
CEACAM7	265	Plasma membrane	Cell membrane	Intracellular and membrane
CELSR3	3312	Cell membrane	Cell membrane	Non-secretome
CHRM2	466	Cell membrane	Cell membrane	Non-secretome
CHRM5	532	Cell membrane	Cell membrane	Non-secretome
CLCN1	988	Cell membrane	Cell membrane	Non-secretome
CLCNKB	687	Membrane	Cell membrane	Non-secretome
CLIP3	547	Cell membrane	Cell membrane	Non-secretome
CLRN1	232	Cell membrane	Cell membrane	Non-secretome
CMKLR1	373	Cell membrane	Cell membrane	Non-secretome
CNR2	360	Cell membrane	Cell membrane	Non-secretome
CRHR1	444	Plasma membrane	Cell membrane	Intracellular and membrane
CRHR2	411	Cell membrane	Cell membrane	Secreted-unknown location
CSMD2	3487	Plasma membrane	Cell membrane	Non-secretome
CSMD3	3707	Cell membrane	Cell membrane	Non-secretome
CTNNA2	953	Cell membrane	Cell membrane	Non-secretome
CYBA	195	Cell membrane	Cell membrane	Non-secretome
CYBB	570	Cell membrane	Cell membrane	Non-secretome
CYSLTR1	337	Cell membrane	Cell membrane	Non-secretome
CYSLTR2	346	Plasma membrane	Cell membrane	Non-secretome
DAGLA	1042	Cell membrane	Cell membrane	Non-secretome
DCST1	706	Cell membrane	Cell membrane	Non-secretome
DCSTAMP	470	Cell membrane	Cell membrane	Non-secretome
DGKK	1271	Plasma membrane	Cell membrane	Non-secretome
DIRAS1	198	Cell membrane	Cell membrane	Non-secretome
DIRAS2	199	Cell membrane	Cell membrane	Non-secretome
DLG4	724	Cell membrane	Cell membrane	Intracellular and membrane
DLGAP1	977	Cell membrane	Cell membrane	Non-secretome
DLGAP2	1054	Cell membrane	Cell membrane	Non-secretome
DLL4	685	Cell membrane	Cell membrane	Non-secretome
DMD	3685	Cell membrane	Cell membrane	Non-secretome
DPP10	796	Cell membrane	Cell membrane	Non-secretome
DPP6	865	Cell membrane	Cell membrane	Non-secretome
DRD2	443	Cell membrane	Cell membrane	Non-secretome
DRD3	400	Cell membrane	Cell membrane	Non-secretome
DRD4	419	Cell membrane	Cell membrane	Non-secretome
DRD5	477	Cell membrane	Cell membrane	Non-secretome
DSCAML1	2053	Cell membrane	Cell membrane	Non-secretome
DVL1	695	Cell membrane	Cell membrane	Non-secretome
DYTN	578	Cell membrane	Cell membrane	Non-secretome
EFNA3	238	Cell membrane	Cell membrane	Non-secretome
EMB	327	Cell membrane	Cell membrane	Non-secretome
ENPP4	453	Cell membrane	Cell membrane	Non-secretome
EPHA8	1005	Cell membrane	Cell membrane	Intracellular and membrane
ERAS	233	Cell membrane	Cell membrane	Non-secretome
ERVFC1	584	Plasma membrane	Cell membrane	Non-secretome
ERVFRD-1	538	Cell membrane	Cell membrane	Non-secretome
ERVK-5	667	Plasma membrane	Cell membrane	Non-secretome
ERVK13-1	482	Plasma membrane	Cell membrane	Non-secretome
ERVPABLB-1	514	Plasma membrane	Cell membrane	Non-secretome
ERVS71-1	626	Plasma membrane	Cell membrane	Non-secretome
ESYT3	886	Cell membrane	Cell membrane	Non-secretome
F2R	425	Cell membrane	Cell membrane	Non-secretome
F2RL2	374	Cell membrane	Cell membrane	Non-secretome
FBXW7-AS1	85	Plasma membrane	Cell membrane	Non-secretome
FCER1A	257	Cell membrane	Cell membrane	Non-secretome
FCGR2C	323	Cell membrane	Cell membrane	Non-secretome
FCRL6	434	Plasma membrane	Cell membrane	Non-secretome
FER1L5	2057	Cell membrane	Cell membrane	Non-secretome
FFAR1	300	Cell membrane	Cell membrane	Non-secretome
FFAR2	330	Cell membrane	Cell membrane	Non-secretome
FFAR3	346	Cell membrane	Cell membrane	Non-secretome
FIMP	132	Plasma membrane	Cell membrane	Non-secretome
FLRT1	646	Cell membrane	Cell membrane	Non-secretome
FLVCR2	526	Cell membrane	Cell membrane	Non-secretome
FPR2	351	Cell membrane	Cell membrane	Non-secretome
FPR3	353	Plasma membrane	Cell membrane	Non-secretome
FRRS1L	344	Cell membrane	Cell membrane	Non-secretome
FSHR	695	Cell membrane	Cell membrane	Intracellular and membrane
FZD5	585	Cell membrane	Cell membrane	Non-secretome
GABBR2	941	Cell membrane	Cell membrane	Non-secretome
GALR2	387	Cell membrane	Cell membrane	Non-secretome
GALR3	368	Cell membrane	Cell membrane	Non-secretome
GDPD2	539	Cell membrane	Cell membrane	Non-secretome
GEM	296	Cell membrane	Cell membrane	Non-secretome
GFRAL	394	Cell membrane	Cell membrane	Non-secretome
GHRHR	423	Cell membrane	Cell membrane	Intracellular and membrane
GHSR	366	Cell membrane	Cell membrane	Non-secretome
GIPR	466	Cell membrane	Cell membrane	Non-secretome
GJA10	543	Cell membrane	Cell membrane	Non-secretome
GJA3	435	Cell membrane	Cell membrane	Non-secretome
GJA4	333	Cell membrane	Cell membrane	Non-secretome
GJA5	358	Cell membrane	Cell membrane	Non-secretome
GJA8	433	Cell membrane	Cell membrane	Non-secretome
GJA9	515	Plasma membrane	Cell membrane	Non-secretome
GJB1	283	Cell membrane	Cell membrane	Non-secretome
GJB5	273	Cell membrane	Cell membrane	Non-secretome
GJC3	279	Cell membrane	Cell membrane	Non-secretome
GJD2	321	Cell membrane	Cell membrane	Non-secretome
GJD3	294	Cell membrane	Cell membrane	Non-secretome
GJD4	370	Cell membrane	Cell membrane	Non-secretome
GJE1	205	Cell membrane	Cell membrane	Non-secretome
GLP1R	463	Cell membrane	Cell membrane	Non-secretome
GML	158	Plasma membrane	Cell membrane	Intracellular and membrane
GNG10	68	Cell membrane	Cell membrane	Non-secretome
GNG13	67	Cell membrane	Cell membrane	Non-secretome
GNG14	69	Plasma membrane	Cell membrane	Non-secretome
GNG3	75	Cell membrane	Cell membrane	Non-secretome
GNG4	75	Cell membrane	Cell membrane	Non-secretome
GNG8	70	Cell membrane	Cell membrane	Non-secretome
GNGT1	74	Cell membrane	Cell membrane	Non-secretome
GNGT2	69	Cell membrane	Cell membrane	Non-secretome
GNRHR	328	Cell membrane	Cell membrane	Non-secretome
GNRHR2	292	Plasma membrane	Cell membrane	Non-secretome
GPBAR1	330	Cell membrane	Cell membrane	Non-secretome
GPM6A	278	Cell membrane	Cell membrane	Non-secretome
GPM6B	265	Membrane	Cell membrane	Non-secretome
GPR101	508	Cell membrane	Cell membrane	Non-secretome
GPR119	335	Cell membrane	Cell membrane	Non-secretome
GPR12	334	Cell membrane	Cell membrane	Non-secretome
GPR132	380	Plasma membrane	Cell membrane	Non-secretome
GPR135	494	Cell membrane	Cell membrane	Non-secretome
GPR139	353	Cell membrane	Cell membrane	Non-secretome
GPR141	305	Cell membrane	Cell membrane	Non-secretome
GPR146	333	Cell membrane	Cell membrane	Non-secretome
GPR148	347	Plasma membrane	Cell membrane	Non-secretome
GPR149	731	Cell membrane	Cell membrane	Non-secretome
GPR15	360	Cell membrane	Cell membrane	Non-secretome
GPR150	434	Plasma membrane	Cell membrane	Non-secretome
GPR151	419	Cell membrane	Cell membrane	Non-secretome
GPR152	470	Cell membrane	Cell membrane	Non-secretome
GPR153	609	Cell membrane	Cell membrane	Non-secretome
GPR158	1215	Cell membrane	Cell membrane	Non-secretome
GPR171	319	Cell membrane	Cell membrane	Non-secretome
GPR176	515	Cell membrane	Cell membrane	Non-secretome
GPR179	2367	Plasma membrane	Cell membrane	Non-secretome
GPR18	331	Cell membrane	Cell membrane	Non-secretome
GPR182	404	Cell membrane	Cell membrane	Non-secretome
GPR19	415	Cell membrane	Cell membrane	Non-secretome
GPR21	349	Cell membrane	Cell membrane	Non-secretome
GPR22	433	Cell membrane	Cell membrane	Non-secretome
GPR25	361	Membrane	Cell membrane	Non-secretome
GPR26	337	Cell membrane	Cell membrane	Non-secretome
GPR3	330	Cell membrane	Cell membrane	Non-secretome
GPR31	319	Plasma membrane	Cell membrane	Non-secretome
GPR32	356	Plasma membrane	Cell membrane	Non-secretome
GPR32P1	272	Plasma membrane	Cell membrane	Non-secretome
GPR33	333	Cell membrane	Cell membrane	Non-secretome
GPR35	309	Cell membrane	Cell membrane	Non-secretome
GPR37L1	481	Cell membrane	Cell membrane	Non-secretome
GPR39	453	Cell membrane	Cell membrane	Non-secretome
GPR4	362	Cell membrane	Cell membrane	Non-secretome
GPR42	346	Cell membrane	Cell membrane	Non-secretome
GPR45	372	Cell membrane	Cell membrane	Non-secretome
GPR52	361	Cell membrane	Cell membrane	Non-secretome
GPR55	319	Cell membrane	Cell membrane	Non-secretome
GPR6	362	Cell membrane	Cell membrane	Non-secretome
GPR61	451	Cell membrane	Cell membrane	Non-secretome
GPR62	368	Cell membrane	Cell membrane	Non-secretome
GPR68	365	Cell membrane	Cell membrane	Non-secretome
GPR75	540	Cell membrane	Cell membrane	Non-secretome
GPR78	363	Plasma membrane	Cell membrane	Non-secretome
GPR82	336	Cell membrane	Cell membrane	Non-secretome
GPR83	423	Cell membrane	Cell membrane	Non-secretome
GPR84	396	Plasma membrane	Cell membrane	Non-secretome
GPR85	370	Cell membrane	Cell membrane	Non-secretome
GPR88	384	Cell membrane	Cell membrane	Non-secretome
GPRC5D	345	Cell membrane	Cell membrane	Non-secretome
GPRC6A	926	Cell membrane	Cell membrane	Non-secretome
GRIA1	906	Cell membrane	Cell membrane	Non-secretome
GRIA2	883	Cell membrane	Cell membrane	Non-secretome
GRIA3	894	Cell membrane	Cell membrane	Intracellular and membrane
GRIA4	902	Cell membrane	Cell membrane	Intracellular and membrane
GRID1	1009	Cell membrane	Cell membrane	Non-secretome
GRID2	1007	Cell membrane	Cell membrane	Non-secretome
GRIK1	918	Cell membrane	Cell membrane	Non-secretome
GRIK2	908	Cell membrane	Cell membrane	Intracellular and membrane
GRIK3	919	Cell membrane	Cell membrane	Non-secretome
GRIK4	956	Cell membrane	Cell membrane	Non-secretome
GRIN1	938	Cell membrane	Cell membrane	Non-secretome
GRIN2B	1484	Cell membrane	Cell membrane	Non-secretome
GRIN2C	1233	Cell membrane	Cell membrane	Non-secretome
GRIN2D	1336	Cell membrane	Cell membrane	Non-secretome
GRIN3A	1115	Cell membrane	Cell membrane	Non-secretome
GRIN3B	1043	Cell membrane	Cell membrane	Non-secretome
GRM2	872	Cell membrane	Cell membrane	Non-secretome
GRM3	879	Cell membrane	Cell membrane	Intracellular and membrane
GRM4	912	Cell membrane	Cell membrane	Non-secretome
GRM5	1212	Cell membrane	Cell membrane	Intracellular and membrane
GRM6	877	Cell membrane	Cell membrane	Non-secretome
GRM8	908	Cell membrane	Cell membrane	Non-secretome
GSG1L	331	Cell membrane	Cell membrane	Non-secretome
GUCA1B	200	Cell membrane	Cell membrane	Non-secretome
HCAR1	346	Cell membrane	Cell membrane	Non-secretome
HCN1	890	Cell membrane	Cell membrane	Non-secretome
HCN2	889	Cell membrane	Cell membrane	Non-secretome
HCN3	774	Cell membrane	Cell membrane	Non-secretome
HCN4	1203	Cell membrane	Cell membrane	Non-secretome
HCRTR1	425	Cell membrane	Cell membrane	Non-secretome
HCRTR2	444	Cell membrane	Cell membrane	Non-secretome
HLA-DQA2	255	Plasma membrane	Cell membrane	Non-secretome
HLA-DQB2	268	Membrane	Cell membrane	Non-secretome
HLA-DRB1	266	Plasma membrane	Cell membrane	Non-secretome
HLA-DRB3	266	Plasma membrane	Cell membrane	Non-secretome
HLA-DRB5	266	Plasma membrane	Cell membrane	Non-secretome
HLA-H	362	Plasma membrane	Cell membrane	Non-secretome
HRH2	359	Cell membrane	Cell membrane	Non-secretome
HRH3	445	Cell membrane	Cell membrane	Non-secretome
HRH4	390	Cell membrane	Cell membrane	Non-secretome
HTR1A	422	Cell membrane	Cell membrane	Non-secretome
HTR1D	377	Plasma membrane	Cell membrane	Non-secretome
HTR1E	365	Plasma membrane	Cell membrane	Non-secretome
HTR1F	366	Cell membrane	Cell membrane	Non-secretome
HTR2A	471	Cell membrane	Cell membrane	Non-secretome
HTR2C	458	Cell membrane	Cell membrane	Non-secretome
HTR3B	441	Cell membrane	Cell membrane	Non-secretome
HTR3C	447	Plasma membrane	Cell membrane	Non-secretome
HTR3D	454	Plasma membrane	Cell membrane	Non-secretome
HTR3E	456	Plasma membrane	Cell membrane	Non-secretome
HTR4	388	Cell membrane	Cell membrane	Non-secretome
HTR5A	357	Cell membrane	Cell membrane	Non-secretome
HTR6	440	Cell membrane	Cell membrane	Non-secretome
IFITM10	228	Cell membrane	Cell membrane	Non-secretome
IFITM3	133	Plasma membrane	Cell membrane	Non-secretome
IFITM5	132	Cell membrane	Cell membrane	Non-secretome
IL17RC	791	Cell membrane	Cell membrane	Intracellular and membrane
IL1RAPL1	696	Cell membrane	Cell membrane	Non-secretome
IL23R	629	Cell membrane	Cell membrane	Non-secretome
IRS4	1257	Cell membrane	Cell membrane	Non-secretome
IZUMO1	350	Cell membrane	Cell membrane	Non-secretome
IZUMO1R	250	Cell membrane	Cell membrane	Non-secretome
IZUMO3	239	Cell membrane	Cell membrane	Non-secretome
JOSD1	202	Cell membrane	Cell membrane	Non-secretome
KCNA1	495	Cell membrane	Cell membrane	Non-secretome
KCNA2	499	Cell membrane	Cell membrane	Non-secretome
KCNA3	575	Cell membrane	Cell membrane	Non-secretome
KCNA4	653	Cell membrane	Cell membrane	Non-secretome
KCNA5	613	Cell membrane	Cell membrane	Non-secretome
KCNA6	529	Cell membrane	Cell membrane	Non-secretome
KCNB1	858	Cell membrane	Cell membrane	Non-secretome
KCNC2	638	Cell membrane	Cell membrane	Non-secretome
KCNC3	757	Cell membrane	Cell membrane	Non-secretome
KCND2	630	Cell membrane	Cell membrane	Non-secretome
KCND3	655	Cell membrane	Cell membrane	Non-secretome
KCNE1	129	Cell membrane	Cell membrane	Non-secretome
KCNE2	123	Cell membrane	Cell membrane	Non-secretome
KCNE3	103	Cell membrane	Cell membrane	Non-secretome
KCNG4	519	Cell membrane	Cell membrane	Non-secretome
KCNH2	1159	Cell membrane	Cell membrane	Non-secretome
KCNJ1	391	Cell membrane	Cell membrane	Non-secretome
KCNJ4	445	Cell membrane	Cell membrane	Non-secretome
KCNK18	384	Cell membrane	Cell membrane	Non-secretome
KCNK3	394	Cell membrane	Cell membrane	Non-secretome
KCNK4	393	Cell membrane	Cell membrane	Non-secretome
KCNQ1	676	Cell membrane	Cell membrane	Non-secretome
KCNQ3	872	Cell membrane	Cell membrane	Non-secretome
KCNS1	526	Cell membrane	Cell membrane	Non-secretome
KCNS2	477	Cell membrane	Cell membrane	Non-secretome
KCNT1	1230	Cell membrane	Cell membrane	Non-secretome
KCNV1	500	Cell membrane	Cell membrane	Non-secretome
KCNV2	545	Cell membrane	Cell membrane	Non-secretome
KCTD7	289	Cell membrane	Cell membrane	Non-secretome
KIR2DS3	304	Plasma membrane	Cell membrane	Non-secretome
KIR3DL3	410	Cell membrane	Cell membrane	Non-secretome
KLRF2	207	Plasma membrane	Cell membrane	Non-secretome
LHCGR	699	Cell membrane	Cell membrane	Non-secretome
LHFPL5	219	Cell membrane	Cell membrane	Non-secretome
LIME1	295	Cell membrane	Cell membrane	Intracellular and membrane
LIN7A	233	Cell membrane	Cell membrane	Non-secretome
LIN7B	207	Cell membrane	Cell membrane	Non-secretome
LIPI	460	Plasma membrane	Cell membrane	Male reproductive system
LMBR1L	489	Cell membrane	Cell membrane	Non-secretome
LPAR5	372	Cell membrane	Cell membrane	Non-secretome
LPAR6	344	Cell membrane	Cell membrane	Non-secretome
LRFN3	628	Cell membrane	Cell membrane	Non-secretome
LRRC38	294	Cell membrane	Cell membrane	Non-secretome
LRRC52	313	Cell membrane	Cell membrane	Non-secretome
LRRC55	298	Cell membrane	Cell membrane	Non-secretome
LRRC8D	858	Cell membrane	Cell membrane	Non-secretome
LRRTM1	522	Cell membrane	Cell membrane	Non-secretome
LRRTM2	516	Cell membrane	Cell membrane	Non-secretome
LRRTM4	590	Cell membrane	Cell membrane	Non-secretome
LTB4R	352	Plasma membrane	Cell membrane	Non-secretome
LY6G6C	125	Cell membrane	Cell membrane	Non-secretome
LY6G6D	133	Cell membrane	Cell membrane	Intracellular and membrane
LY6L	138	Cell membrane	Cell membrane	Non-secretome
LYPD2	125	Cell membrane	Cell membrane	Intracellular and membrane
LYPD4	246	Cell membrane	Cell membrane	Intracellular and membrane
LYPD6B	183	Cell membrane	Cell membrane	Intracellular and membrane
LYPD8	237	Cell membrane	Cell membrane	Digestive system
MAG	626	Cell membrane	Cell membrane	Non-secretome
MAL2	176	Cell membrane	Cell membrane	Non-secretome
MARK1	795	Cell membrane	Cell membrane	Non-secretome
MARVELD1	173	Cell membrane	Cell membrane	Non-secretome
MC1R	317	Cell membrane	Cell membrane	Non-secretome
MC2R	297	Cell membrane	Cell membrane	Non-secretome
MC3R	323	Cell membrane	Cell membrane	Non-secretome
MC4R	332	Cell membrane	Cell membrane	Non-secretome
MCHR1	422	Cell membrane	Cell membrane	Non-secretome
MCHR2	340	Plasma membrane	Cell membrane	Non-secretome
MCOLN2	566	Cell membrane	Cell membrane	Non-secretome
MDGA2	956	Cell membrane	Cell membrane	Non-secretome
MFSD2B	504	Cell membrane	Cell membrane	Non-secretome
MFSD5	450	Cell membrane	Cell membrane	Non-secretome
MICA	383	Cell membrane	Cell membrane	Non-secretome
MIP	263	Cell membrane	Cell membrane	Non-secretome
MLNR	412	Plasma membrane	Cell membrane	Non-secretome
MOG	247	Membrane	Cell membrane	Non-secretome
MPDZ	2070	Cell membrane	Cell membrane	Non-secretome
MRAP2	205	Cell membrane	Cell membrane	Non-secretome
MRGPRD	321	Cell membrane	Cell membrane	Non-secretome
MRGPRE	312	Cell membrane	Cell membrane	Non-secretome
MRGPRG	289	Cell membrane	Cell membrane	Non-secretome
MRGPRX1	322	Membrane	Cell membrane	Non-secretome
MRGPRX2	330	Membrane	Cell membrane	Non-secretome
MRGPRX3	322	Membrane	Cell membrane	Non-secretome
MRGPRX4	322	Membrane	Cell membrane	Non-secretome
MTNR1A	350	Cell membrane	Cell membrane	Non-secretome
MTNR1B	362	Cell membrane	Cell membrane	Non-secretome
MUCL3	517	Cell membrane	Cell membrane	Non-secretome
MYMK	221	Cell membrane	Cell membrane	Non-secretome
NCMAP	102	Cell membrane	Cell membrane	Non-secretome
NFAM1	270	Cell membrane	Cell membrane	Non-secretome
NIPA1	329	Cell membrane	Cell membrane	Non-secretome
NKAIN1	207	Cell membrane	Cell membrane	Non-secretome
NKAIN3	197	Cell membrane	Cell membrane	Non-secretome
NKAIN4	208	Cell membrane	Cell membrane	Non-secretome
NKD2	451	Cell membrane	Cell membrane	Non-secretome
NLGN4X	816	Plasma membrane	Cell membrane	Non-secretome
NLGN4Y	816	Plasma membrane	Cell membrane	Intracellular and membrane
NMUR1	426	Cell membrane	Cell membrane	Non-secretome
NOS3	1203	Membrane	Cell membrane	Non-secretome
NOXO1	376	Cell membrane	Cell membrane	Non-secretome
NPBWR1	328	Cell membrane	Cell membrane	Non-secretome
NPBWR2	333	Plasma membrane	Cell membrane	Non-secretome
NPFFR1	430	Plasma membrane	Cell membrane	Non-secretome
NPHS1	1241	Cell membrane	Cell membrane	Non-secretome
NPY1R	384	Cell membrane	Cell membrane	Non-secretome
NPY2R	381	Cell membrane	Cell membrane	Non-secretome
NPY4R	375	Cell membrane	Cell membrane	Non-secretome
NPY4R2	375	Cell membrane	Cell membrane	Non-secretome
NPY5R	445	Cell membrane	Cell membrane	Non-secretome
NRAC	160	Plasma membrane	Cell membrane	Non-secretome
NRN1L	165	Cell membrane	Cell membrane	Secreted-unknown location
NRROS	692	Cell membrane	Cell membrane	Non-secretome
NTSR2	410	Cell membrane	Cell membrane	Non-secretome
OMG	440	Cell membrane	Cell membrane	Intracellular and membrane
OPALIN	141	Cell membrane	Cell membrane	Non-secretome
OPN1MW	364	Cell membrane	Cell membrane	Non-secretome
OPN1MW2	364	Cell membrane	Cell membrane	Non-secretome
OPN1MW3	364	Cell membrane	Cell membrane	Non-secretome
OPN4	478	Cell membrane	Cell membrane	Non-secretome
OPN5	354	Cell membrane	Cell membrane	Non-secretome
OPRD1	372	Cell membrane	Cell membrane	Non-secretome
OPRL1	370	Cell membrane	Cell membrane	Non-secretome
OR10A2	303	Plasma membrane	Cell membrane	Non-secretome
OR10A3	314	Plasma membrane	Cell membrane	Non-secretome
OR10A4	315	Plasma membrane	Cell membrane	Non-secretome
OR10A5	317	Plasma membrane	Cell membrane	Non-secretome
OR10A6	314	Plasma membrane	Cell membrane	Non-secretome
OR10A7	316	Plasma membrane	Cell membrane	Non-secretome
OR10AC1	325	Plasma membrane	Cell membrane	Non-secretome
OR10AD1	317	Plasma membrane	Cell membrane	Non-secretome
OR10AG1	301	Plasma membrane	Cell membrane	Non-secretome
OR10C1	312	Plasma membrane	Cell membrane	Non-secretome
OR10D3	312	Cell membrane	Cell membrane	Non-secretome
OR10D4P	298	Plasma membrane	Cell membrane	Non-secretome
OR10G2	310	Plasma membrane	Cell membrane	Non-secretome
