Gene_Symbol	Protein_length	Division	Category	Secretome
Slc6a17	727	Cytosol	Cytoplasmic vesicle	Non-secretome
Ulk4	1303	Nucleoplasm	Nucleoplasm	Non-secretome
Antxr1	562	Plasma membrane	Cell membrane	Non-secretome
Mcm7	719	Nucleus	Nucleus	Non-secretome
Lrp8	996	Plasma membrane	Cell membrane	Non-secretome
V1ra11	318	Plasma membrane	Cell membrane	Non-secretome
Rimbp3	1606	Cytosol	Cytoplasm	Non-secretome
Rwdd4	188	Cytoskeleton if	Intermediate filaments	Non-secretome
Npff	114	Secreted	Secreted	Non-secretome
Ncbp2	156	Nucleus	Nucleus	Non-secretome
Rpl13	211	Cytosol	Cytoplasm	Non-secretome
Rxylt1	444	Golgi	Golgi apparatus membrane	Non-secretome
Slc2a7	513	Plasma membrane	Cell membrane	Non-secretome
Il11ra1	432	Unknown	Membrane	Non-secretome
Ehd2	543	Plasma membrane	Cell membrane	Non-secretome
Cdk17	523	Nucleoplasm	Nucleoplasm	Non-secretome
Capsl	208	Cytosol	Cytoplasm	Non-secretome
Ccdc116	541	Cytosol	Cytoplasm	Non-secretome
Rarres2	162	Secreted	Secreted	Non-secretome
Sms	366	Unknown	Cytosol	Non-secretome
Gstp1	210	Cytosol	Cytoplasm	Non-secretome
Tdp1	609	Nucleus	Nucleus	Non-secretome
Ndnf	568	Secreted	Secreted	Non-secretome
Umps	481	Cytosol	Cytosol	Non-secretome
Zwilch	589	Chromatin	Chromosome	Non-secretome
Ppp3r1	170	Cytosol	Cytoplasm	Non-secretome
Clec3b	202	Secreted	Secreted	Non-secretome
Yipf5	257	Golgi	Golgi apparatus	Non-secretome
Fadd	205	Nucleoplasm	Nucleoplasm	Non-secretome
Fam117b	584	Nucleoplasm	Nucleoplasm	Non-secretome
Cyp2d11	504	ER	Endoplasmic reticulum membrane	Non-secretome
Cd86	309	Plasma membrane	Cell membrane	Non-secretome
Emp3	163	Unknown	Membrane	Non-secretome
Fhod1	1197	Cytosol	Cytoplasm	Non-secretome
Macroh2a2	372	Nucleus	Nucleus	Non-secretome
Tmem184c	525	Unknown	Membrane	Non-secretome
Pyroxd2	581	Other	Mitochondrion matrix	Non-secretome
Gtf2ird2	936	Nucleus	Nucleus	Non-secretome
Rcan3	239	Nuclear speckles	Nuclear speckles	Non-secretome
Cert1	624	Cytosol	Cytoplasm	Non-secretome
Chst3	472	Golgi	Golgi apparatus membrane	Non-secretome
Suox	546	Other	Mitochondrion intermembrane space	Non-secretome
Custos	256	Nucleus	Nucleus envelope	Non-secretome
Ptcd1	695	Other	Mitochondrion	Non-secretome
Prox1	737	Nucleus	Nucleus	Non-secretome
Ptprn2	1001	Cytosol	Cytoplasmic vesicle	Non-secretome
Cd164l2	172	Unknown	Membrane	Non-secretome
Plac9	108	Secreted	Secreted	Non-secretome
Cldn22	220	Plasma membrane	Cell junction	Non-secretome
Nudt18	323	Nucleoplasm	Nucleoplasm	Non-secretome
Ift57	429	Cytosol	Cytoplasm	Non-secretome
Znf579	562	Nucleus	Nucleus	Non-secretome
Tspan33	283	Plasma membrane	Cell membrane	Non-secretome
Frmd3	595	Unknown	Membrane	Non-secretome
Pcare	1279	Unknown	Cell projection	Non-secretome
Hbb-bh1	147	Unknown	Unknown	Non-secretome
Hnrnpl	586	Nucleus	Nucleus	Non-secretome
Fam78a	283	Nucleoplasm	Nucleoplasm	Non-secretome
Znf668	619	Nucleus	Nucleus	Non-secretome
Znf775	538	Nucleus	Nucleus	Non-secretome
Lipt1	373	Other	Mitochondrion	Non-secretome
Rhbdf2	827	ER	Endoplasmic reticulum membrane	Non-secretome
Slc2a13	637	Plasma membrane	Cell membrane	Non-secretome
Gchfr	84	Nucleus	Nucleus	Non-secretome
Arxes1	180	ER	Endoplasmic reticulum membrane	Non-secretome
Tsen34	316	Nucleus	Nucleus	Non-secretome
Gramd1b	738	ER	Endoplasmic reticulum membrane	Non-secretome
Nr3c2	978	Cytosol	Cytoplasm	Non-secretome
Atp5po	213	Other	Mitochondrion	Non-secretome
Gatad1	266	Nucleus	Nucleus	Non-secretome
Dpf2	391	Nucleus	Nucleus	Non-secretome
Lmna	665	Nucleus	Nucleus	Non-secretome
Mus81	551	Nucleus	Nucleus	Non-secretome
Tex2	1128	ER	Endoplasmic reticulum membrane	Non-secretome
Mthfd1	935	Cytosol	Cytoplasm	Non-secretome
Sox17	419	Nucleus	Nucleus	Non-secretome
Jade2	829	Nucleoplasm	Nucleoplasm	Non-secretome
Pld6	221	Other	Mitochondrion outer membrane	Non-secretome
Zfp3	497	Nucleus	Nucleus	Non-secretome
Pde6h	83	Vesicles	Vesicles	Non-secretome
Grid2ip	1203	Plasma membrane	Cell junction	Non-secretome
Nalcn	1738	Unknown	Membrane	Non-secretome
Urah	118	Peroxisome	Peroxisome	Non-secretome
Eri3	337	Nucleoplasm	Nucleoplasm	Non-secretome
Lmx1b	395	Nucleus	Nucleus	Non-secretome
Znf281	893	Nucleus	Nucleus	Non-secretome
Cdc42se2	84	Cytosol	Cytoplasm	Non-secretome
Zic4	341	Nucleus	Nucleus	Non-secretome
Mthfd1l	977	Other	Mitochondrion	Non-secretome
Dynlrb1	96	Cytosol	Cytoplasm	Non-secretome
Hoxd13	339	Nucleus	Nucleus	Non-secretome
Lama2	3118	Secreted	Secreted	Non-secretome
Igf2r	2483	Golgi	Golgi apparatus membrane	Non-secretome
Adgre1	931	Plasma membrane	Cell membrane	Non-secretome
Ap2s1	142	Other	Cell membrane Membrane	Non-secretome
Snrpd2	118	Cytosol	Cytoplasm	Non-secretome
Acsm1	573	Other	Mitochondrion matrix	Non-secretome
Gpr156	798	Plasma membrane	Cell membrane	Non-secretome
Lmo1	156	Nucleus	Nucleus	Non-secretome
Tectb	329	Plasma membrane	Cell membrane	Non-secretome
Rnf121	327	Unknown	Membrane	Non-secretome
Ntrk2	821	Plasma membrane	Cell membrane	Non-secretome
Gzf1	706	Nucleus	Nucleus	Non-secretome
Psmd11	422	Cytosol	Cytoplasm	Non-secretome
Akirin1	191	Nucleus	Nucleus	Non-secretome
Tas1r1	842	Plasma membrane	Cell membrane	Non-secretome
Nmur2	395	Plasma membrane	Cell membrane	Non-secretome
Stard3nl	235	Unknown	Late endosome membrane	Non-secretome
Cbx5	191	Nucleus	Nucleus	Non-secretome
Gapt	157	Plasma membrane	Cell membrane	Non-secretome
Nsf	744	Cytosol	Cytoplasm	Non-secretome
Gcn1	2671	Cytosol	Cytoplasm	Non-secretome
Acly	1091	Cytosol	Cytoplasm	Non-secretome
Nod1	953	Cytosol	Cytoplasm	Non-secretome
Lrp2bp	346	Cytosol	Cytoplasm	Non-secretome
Klrb1	214	Unknown	Membrane	Non-secretome
Slc39a14	489	Plasma membrane	Cell membrane	Non-secretome
Mapk8ip3	1337	Cytosol	Cytoplasm	Non-secretome
Dbndd2	158	Nucleoplasm	Nucleoplasm	Non-secretome
Serpina6	397	Secreted	Secreted	Non-secretome
Dyrk1a	763	Nucleus	Nucleus speckle	Non-secretome
Zw10	779	Cytosol	Cytoplasm	Non-secretome
Sncg	123	Cytosol	Cytoplasm	Non-secretome
Twist2	160	Nucleus	Nucleus	Non-secretome
Tmem258	79	Unknown	Membrane	Non-secretome
Atp13a4	1193	Unknown	Early endosome membrane	Non-secretome
Atrx	2476	Other	Nucleus Chromosome	Non-secretome
Pes1	584	Nucleus	Nucleus	Non-secretome
Smad1	465	Cytosol	Cytoplasm	Non-secretome
Hsd17b8	259	Other	Mitochondrion matrix	Non-secretome
Alg3	438	ER	Endoplasmic reticulum membrane	Non-secretome
Mef2c	474	Nucleus	Nucleus	Non-secretome
Ctdsp1	261	Nucleus	Nucleus	Non-secretome
Plekhg3	1341	Plasma membrane	Plasma membrane	Non-secretome
Rtn3	964	ER	Endoplasmic reticulum membrane	Non-secretome
Kiaa1210	1637	Cytosol	Cytoplasmic vesicle	Non-secretome
Rp1l1	1859	Cytosol	Cytoplasm	Non-secretome
Cnep1r1	125	Nucleus	Nucleus membrane	Non-secretome
Cep55	462	Cytosol	Cytoplasm	Non-secretome
Plekho2	495	Plasma membrane	Plasma membrane	Non-secretome
Spag8	470	Cytosol	Cytoplasm	Non-secretome
Rab3d	219	Plasma membrane	Cell membrane	Non-secretome
Gdpd3	330	Unknown	Membrane	Non-secretome
Sec23a	765	Cytosol	Cytoplasmic vesicle	Non-secretome
Gpr146	333	Plasma membrane	Cell membrane	Non-secretome
Trim34a	485	Cytosol	Cytoplasm	Non-secretome
Oprm1	398	Plasma membrane	Cell membrane	Non-secretome
Snrpe	92	Cytosol	Cytoplasm	Non-secretome
Dcaf13	445	Nucleus	Nucleus	Non-secretome
Angptl1	490	Secreted	Secreted	Non-secretome
Ifih1	1025	Cytosol	Cytoplasm	Non-secretome
Ubl4b	188	Cytosol	Cytoplasm	Non-secretome
Unc5cl	518	Unknown	Membrane	Non-secretome
Rpl23a	156	Cytosol	Cytoplasm	Non-secretome
Mup1	180	Secreted	Secreted	Non-secretome
Cars2	551	Other	Mitochondrion matrix	Non-secretome
Suclg2	433	Other	Mitochondrion	Non-secretome
Arhgef10l	1280	Cytosol	Cytoplasm	Non-secretome
Ets1	440	Cytosol	Cytoplasm	Non-secretome
Cdh16	830	Plasma membrane	Cell membrane	Non-secretome
Pnmt	295	Unknown	Unknown	Non-secretome
Dimt1	313	Nucleus	Nucleus	Non-secretome
Ist1	362	Cytosol	Cytoplasmic vesicle	Non-secretome
Crebzf	358	Nucleus	Nucleus	Non-secretome
Cpq	470	ER	Endoplasmic reticulum	Non-secretome
Ppp1r3e	279	Cytoskeleton mt	Microtubules	Non-secretome
Plekhf1	279	Nucleus	Nucleus	Non-secretome
Pef1	275	Cytosol	Cytoplasm	Non-secretome
Tshb	138	Secreted	Secreted	Non-secretome
Il17a	158	Secreted	Secreted	Non-secretome
Syt12	421	Cytosol	Cytoplasmic vesicle	Non-secretome
Ezh2	746	Nucleus	Nucleus	Non-secretome
Extl2	330	ER	Endoplasmic reticulum membrane	Non-secretome
Sstr3	428	Plasma membrane	Cell membrane	Non-secretome
Gdpd2	539	Plasma membrane	Cell membrane	Non-secretome
Slc35a2	390	Golgi	Golgi apparatus membrane	Non-secretome
Nelfcd	591	Nucleus	Nucleus	Non-secretome
Glt1d1	346	Secreted	Secreted	Non-secretome
Tom1	492	Cytosol	Cytoplasm	Non-secretome
Myadm	320	Unknown	Membrane	Non-secretome
Polr3k	108	Nucleus	Nucleus	Non-secretome
Tshz3	1081	Nucleus	Nucleus	Non-secretome
Plet1	237	Plasma membrane	Apical cell membrane	Non-secretome
Rbm46	533	Nucleoplasm	Nucleoplasm	Non-secretome
Galnt13	556	Golgi	Golgi apparatus membrane	Non-secretome
Bcl6b	474	Nucleus	Nucleus	Non-secretome
Serpina3k	418	Secreted	Secreted	Non-secretome
Cpne3	533	Nucleus	Nucleus	Non-secretome
Tmem240	173	Plasma membrane	Cell junction	Non-secretome
Gsdme	512	Other	[Gasdermin-E	Non-secretome
Naxd	343	Other	Mitochondrion	Non-secretome
Aldh1b1	519	Other	Mitochondrion matrix	Non-secretome
Nptxr	493	Unknown	Membrane	Non-secretome
Cpeb3	716	Cytosol	Cytoplasm	Non-secretome
Pign	931	ER	Endoplasmic reticulum membrane	Non-secretome
Bean1	255	Unknown	Membrane	Non-secretome
Prss28	274	Secreted	Secreted	Non-secretome
Adgrg2	1009	Plasma membrane	Apical cell membrane	Non-secretome
Tmem252	183	Unknown	Membrane	Non-secretome
Pxk	582	Cytosol	Cytoplasm	Non-secretome
Myo15a	3511	Unknown	Cell projection	Non-secretome
Clcf1	225	Secreted	Secreted	Non-secretome
Xpo1	1071	Cytosol	Cytoplasm	Non-secretome
Camlg	294	ER	Endoplasmic reticulum membrane	Non-secretome
Susd2	820	Plasma membrane	Cell membrane	Non-secretome
Chuk	745	Cytosol	Cytoplasm	Non-secretome
Aqp12	290	Unknown	Membrane	Non-secretome
B4galt1	399	Golgi	Golgi apparatus	Non-secretome
Copb1	953	Cytosol	Cytoplasm	Non-secretome
Adam15	864	Unknown	Endomembrane system	Non-secretome
Tk1	233	Cytosol	Cytoplasm	Non-secretome
Nemp1	437	Nucleus	Nucleus inner membrane	Non-secretome
Uts2b	113	Secreted	Secreted	Non-secretome
Hdac8	377	Nucleus	Nucleus	Non-secretome
En2	324	Nucleus	Nucleus	Non-secretome
Abhd17c	320	Unknown	Recycling endosome membrane	Non-secretome
Smarcad1	1021	Nucleus	Nucleus	Non-secretome
Sfrp5	314	Secreted	Secreted	Non-secretome
Poln	864	Nucleus	Nucleus	Non-secretome
Sec11c	192	Unknown	Microsome membrane	Non-secretome
Mgmt	211	Nucleus	Nucleus	Non-secretome
Itga4	1039	Unknown	Membrane	Non-secretome
Pcif1	706	Nucleus	Nucleus	Non-secretome
Smco3	225	Unknown	Membrane	Non-secretome
Brcc3	291	Nucleus	Nucleus	Non-secretome
Cdkn1a	159	Cytosol	Cytoplasm	Non-secretome
Gucy2e	1108	Unknown	Photoreceptor outer segment membrane	Non-secretome
Batf	125	Other	Nucleus Cytoplasm	Non-secretome
Nudt17	296	Centrosome	Centrosome	Non-secretome
Lypd3	363	Plasma membrane	Cell membrane	Non-secretome
Parva	372	Plasma membrane	Cell junction	Non-secretome
Coq7	217	Other	Mitochondrion inner membrane	Non-secretome
Gpihbp1	228	Plasma membrane	Apical cell membrane	Non-secretome
Aox1	1333	Cytosol	Cytoplasm	Non-secretome
Ucn	122	Secreted	Secreted	Non-secretome
Lmo4	165	Nucleoplasm	Nucleoplasm	Non-secretome
Hspa1l	641	Nucleoplasm	Nucleoplasm	Non-secretome
Unc79	2596	Unknown	Membrane	Non-secretome
Spp2	203	Secreted	Secreted	Non-secretome
Rcbtb1	531	Nucleus	Nucleus	Non-secretome
Ubald2	164	Unknown	Unknown	Non-secretome
Cldn23	296	Plasma membrane	Cell junction	Non-secretome
Fbxo3	480	Nucleus	Nucleus	Non-secretome
Cdk20	346	Nucleus	Nucleus	Non-secretome
Sh3pxd2a	1124	Other	Cytoplasm Cell projection	Non-secretome
Polr1h	123	Nucleus	Nucleus	Non-secretome
Tas2r140	312	Unknown	Membrane	Non-secretome
Ptgds	189	Unknown	Rough endoplasmic reticulum	Non-secretome
Hpgd	269	Cytosol	Cytoplasm	Non-secretome
Primpol	537	Nucleus	Nucleus	Non-secretome
Zhx3	951	Nucleus	Nucleus	Non-secretome
Rap1b	184	Plasma membrane	Cell membrane	Non-secretome
Crip2	208	Nucleoli	Nucleoli	Non-secretome
Ints14	515	Nucleus	Nucleus	Non-secretome
Wnt5a	380	Secreted	Secreted	Non-secretome
Calhm4	315	Unknown	Membrane	Non-secretome
Araf	604	Nucleoli	Nucleoli fibrillar center	Non-secretome
Pdcd7	482	Nucleus	Nucleus	Non-secretome
Gne	722	Cytosol	Cytoplasm	Non-secretome
Rxfp4	414	Plasma membrane	Cell membrane	Non-secretome
Nod2	1020	Cytosol	Cytoplasm	Non-secretome
Sectm1b	212	Plasma membrane	Cell membrane	Non-secretome
Hapln2	341	Secreted	Secreted	Non-secretome
Rhof	211	Plasma membrane	Cell membrane	Non-secretome
Umod	642	Other	[Uromodulin	Non-secretome
Fshb	130	Secreted	Secreted	Non-secretome
Plcl2	1128	Cytosol	Cytoplasm	Non-secretome
Slc16a12	486	Plasma membrane	Cell membrane	Non-secretome
Plin4	1403	Plasma membrane	Cell membrane	Non-secretome
Trnau1ap	287	Other	Nucleus Cytoplasm	Non-secretome
Tmem45a	273	Unknown	Membrane	Non-secretome
Cfb	761	Secreted	Secreted	Non-secretome
Atp6v1f	119	Plasma membrane	PM_unknown	Non-secretome
Arhgdib	200	Cytosol	Cytoplasm	Non-secretome
Cisd2	135	ER	Endoplasmic reticulum membrane	Non-secretome
Clca3a1	902	Plasma membrane	Cell membrane	Non-secretome
Znf821	413	Nucleus	Nucleus	Non-secretome
Pwwp3a	682	Nucleus	Nucleus	Non-secretome
Lcn12	193	Secreted	Secreted	Non-secretome
U2af1l4	220	Nucleus	Nucleus	Non-secretome
Arnt2	712	Nucleus	Nucleus	Non-secretome
Vps33b	617	Unknown	Late endosome membrane	Non-secretome
Ash1l	2958	Nucleus	Nucleus	Non-secretome
Eci3	317	Peroxisome	Peroxisome	Non-secretome
Ppargc1b	1014	Nucleus	Nucleus	Non-secretome
Def6	630	Cytosol	Cytoplasm	Non-secretome
Lmtk3	1424	Unknown	Membrane	Non-secretome
Olfr469	314	Plasma membrane	Cell membrane	Non-secretome
Adam12	903	Unknown	Membrane	Non-secretome
Tefm	364	Other	Mitochondrion matrix	Non-secretome
Erbb3	1339	Unknown	Membrane	Non-secretome
Uap1l1	507	Unknown	Cytosol	Non-secretome
Lvrn	559	Unknown	Membrane	Non-secretome
Fbxl4	621	Cytosol	Cytoplasm	Non-secretome
Bend6	281	Nucleus	Nucleus	Non-secretome
Ppp6r2	923	Cytosol	Cytoplasm	Non-secretome
Pmis2	96	Unknown	Membrane	Non-secretome
Fgf3	245	Nucleus	Nucleus	Non-secretome
Egr4	478	Nucleus	Nucleus	Non-secretome
Jakmip3	844	Golgi	Golgi apparatus	Non-secretome
Dok7	504	Plasma membrane	Cell membrane	Non-secretome
Psmb5	264	Cytosol	Cytoplasm	Non-secretome
Asb12	308	Unknown	Unknown	Non-secretome
Zfp14	501	Nucleus	Nucleus	Non-secretome
Hhip	700	Plasma membrane	Cell membrane	Non-secretome
Smu1	513	Cytosol	Cytoplasm	Non-secretome
Krtap5-3	196	Unknown	Unknown	Non-secretome
Ociad2	154	Unknown	Endosome	Non-secretome
Lamtor4	99	Lysosome	Lysosome	Non-secretome
Serpini2	405	Secreted	Secreted	Non-secretome
Sync	470	Cytosol	Cytoplasm	Non-secretome
Trpc4ap	797	Cytosol	Cytosol	Non-secretome
Smc5	1101	Nucleus	Nucleus	Non-secretome
Pknox2	474	Nucleus	Nucleus	Non-secretome
Pbp2	187	Cytosol	Cytoplasm	Non-secretome
Mpeg1	713	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Tll2	1012	Secreted	Secreted	Non-secretome
Mre11	706	Nucleus	Nucleus	Non-secretome
Map3k10	940	Nucleoplasm	Nucleoplasm	Non-secretome
Zan	5376	Plasma membrane	Cell membrane	Non-secretome
Tma7	64	Nucleoli	Nucleoli	Non-secretome
Tbc1d2b	965	Cytosol	Cytosol	Non-secretome
Sost	211	Secreted	Secreted	Non-secretome
Tcf7	419	Nucleus	Nucleus	Non-secretome
Birc5	140	Cytosol	Cytoplasm	Non-secretome
Ncdn	729	Cytosol	Cytoplasm	Non-secretome
Abca13	5034	Cytosol	Cytoplasmic vesicle membrane	Non-secretome
Synpo2	1087	Nucleus	Nucleus	Non-secretome
Tnfaip8l3	204	Cytosol	Cytoplasm	Non-secretome
Pkd1	4293	Plasma membrane	Cell membrane	Non-secretome
Cat	527	Peroxisome	Peroxisome	Non-secretome
Rap1gap2	712	Cytosol	Cytoplasm	Non-secretome
Rai2	529	Plasma membrane	Plasma membrane	Non-secretome
Nmnat3	245	Other	Mitochondrion	Non-secretome
Krt87	495	Unknown	Unknown	Non-secretome
Myo3a	1613	Cytosol	Cytoplasm	Non-secretome
Aven	342	Unknown	Endomembrane system	Non-secretome
Znhit6	460	Nuclear speckles	Nuclear speckles	Non-secretome
Ccdc167	97	Unknown	Membrane	Non-secretome
Znf532	1036	Nucleus	Nucleus	Non-secretome
Adamts5	930	Secreted	Secreted	Non-secretome
Tgm2	686	Cytosol	Cytoplasm	Non-secretome
Tcl1b1	116	Unknown	Unknown	Non-secretome
Sulf2	875	ER	Endoplasmic reticulum	Non-secretome
Acss2	701	Cytosol	Cytoplasm	Non-secretome
Cers2	380	ER	Endoplasmic reticulum membrane	Non-secretome
Dhh	396	Plasma membrane	Cell membrane	Non-secretome
Resp18	175	ER	Endoplasmic reticulum	Non-secretome
Nsd3	1439	Nucleus	Nucleus	Non-secretome
Fndc4	231	Unknown	Membrane	Non-secretome
Ffar1	300	Plasma membrane	Cell membrane	Non-secretome
Mbd6	1003	Nucleus	Nucleus	Non-secretome
Wdr44	915	Cytosol	Cytoplasm	Non-secretome
Mrgbp	204	Nucleus	Nucleus	Non-secretome
Tbx4	552	Nucleus	Nucleus	Non-secretome
Cutc	272	Cytosol	Cytoplasm	Non-secretome
Mto1	669	Other	Mitochondrion	Non-secretome
P3r3urf	90	Unknown	Unknown	Non-secretome
Dnph1	173	Cytosol	Cytoplasm	Non-secretome
Vwce	929	Secreted	Secreted	Non-secretome
Ptprm	1452	Unknown	Membrane	Non-secretome
Sgms1	419	Golgi	Golgi apparatus membrane	Non-secretome
Ikbkb	757	Cytosol	Cytoplasm	Non-secretome
Cnot4	575	Cytosol	Cytoplasm	Non-secretome
Sipa1l2	1722	Nuclear bodies	Nuclear bodies	Non-secretome
Sct	133	Secreted	Secreted	Non-secretome
Triqk	86	ER	Endoplasmic reticulum membrane	Non-secretome
Masp2	685	Secreted	Secreted	Non-secretome
Chic1	227	Plasma membrane	Cell membrane	Non-secretome
Spa17	149	Unknown	Membrane	Non-secretome
Gng8	70	Plasma membrane	Cell membrane	Non-secretome
Vstm5	199	Plasma membrane	Cell membrane	Non-secretome
Cryge	174	Unknown	Unknown	Non-secretome
Adat3	349	Nucleoplasm	Nucleoplasm	Non-secretome
Irf4	450	Nucleus	Nucleus	Non-secretome
Cox20	117	Other	Mitochondrion inner membrane	Non-secretome
Srcin1	1250	Cytosol	Cytoplasm	Non-secretome
Slc25a37	338	Other	Mitochondrion inner membrane	Non-secretome
Lilrb4	335	Plasma membrane	Cell membrane	Non-secretome
Terf2	541	Nucleus	Nucleus	Non-secretome
Odad4	624	Unknown	Cell projection	Non-secretome
Fuom	153	Unknown	Unknown	Non-secretome
Tbck	762	Cytosol	Cytoplasm	Non-secretome
Aph1a	265	ER	Endoplasmic reticulum membrane	Non-secretome
Tmem38a	298	Unknown	Sarcoplasmic reticulum membrane	Non-secretome
Ap4b1	738	Golgi	Golgi apparatus	Non-secretome
Ppp2r1a	589	Cytosol	Cytoplasm	Non-secretome
Xpnpep3	506	Other	Mitochondrion	Non-secretome
Olfr3	313	Plasma membrane	Cell membrane	Non-secretome
Gzmk	263	Cytosol	Cytoplasmic granule	Non-secretome
Cdh11	796	Plasma membrane	Cell membrane	Non-secretome
Adrb2	418	Plasma membrane	Cell membrane	Non-secretome
Anxa2	339	Secreted	Secreted	Non-secretome
Pmp2	132	Cytosol	Cytoplasm	Non-secretome
Cdc42se1	80	Cytosol	Cytoplasm	Non-secretome
Slc23a1	605	Plasma membrane	Cell membrane	Non-secretome
Arhgap40	672	Plasma membrane	Plasma membrane	Non-secretome
Sigirr	409	Unknown	Membrane	Non-secretome
Myrip	856	Cytosol	Cytoplasm	Non-secretome
Cyren	157	Cytosol	Cytoplasm	Non-secretome
Arhgef9	516	Cytosol	Cytoplasm	Non-secretome
C9	548	Secreted	Secreted	Blood
Grhpr	328	Cytosol	Cytosol	Non-secretome
P2ry12	347	Plasma membrane	Cell membrane	Non-secretome
Idh2	452	Other	Mitochondrion	Non-secretome
Sprr2a1	83	Cytosol	Cytoplasm	Non-secretome
Vil1	827	Cytosol	Cytoplasm	Non-secretome
Klf7	301	Nucleus	Nucleus	Non-secretome
Dnajb13	316	Unknown	Cell projection	Non-secretome
Srst	185	Unknown	Unknown	Non-secretome
Sema7a	664	Plasma membrane	Cell membrane	Non-secretome
Npc1l1	1333	Plasma membrane	Apical cell membrane	Non-secretome
Ddc	480	Cytoseleton af	Actin filaments	Non-secretome
Col23a1	532	Plasma membrane	Cell membrane	Non-secretome
Pdp1	538	Other	Mitochondrion matrix	Non-secretome
Lck	509	Plasma membrane	Cell membrane	Non-secretome
Sycn	134	Unknown	Zymogen granule membrane	Non-secretome
Nadk	439	Nucleoplasm	Nucleoplasm	Non-secretome
Abhd13	337	Unknown	Membrane	Non-secretome
Rhbdd2	361	Golgi	Golgi apparatus	Non-secretome
Rhpn1	643	Nucleoplasm	Nucleoplasm	Non-secretome
Colgalt1	617	ER	Endoplasmic reticulum lumen	Non-secretome
Usp15	981	Cytosol	Cytoplasm	Non-secretome
Smim15	74	Unknown	Membrane	Non-secretome
Rapgef5	814	Nucleus	Nucleus	Non-secretome
Scp2	547	Cytosol	Cytoplasm	Non-secretome
Cdca3	266	Cytosol	Cytoplasm	Non-secretome
S1pr3	378	Plasma membrane	Cell membrane	Non-secretome
Ccdc25	208	Plasma membrane	Cell membrane	Non-secretome
Ppp1r17	159	Unknown	Unknown	Non-secretome
Kcna3	528	Plasma membrane	Cell membrane	Non-secretome
Ogdh	1023	Other	Mitochondrion matrix	Non-secretome
Fam3d	223	Secreted	Secreted	Non-secretome
Prf1	554	Unknown	Cytolytic granule	Non-secretome
Ero1a	464	ER	Endoplasmic reticulum membrane	Non-secretome
Cyb5r2	276	Golgi	Golgi apparatus	Non-secretome
Clcn4	747	Unknown	Early endosome membrane	Non-secretome
Kcna10	511	Unknown	Membrane	Non-secretome
Slc38a7	463	Unknown	Membrane	Non-secretome
Prl7a2	253	Secreted	Secreted	Non-secretome
Skor2	1008	Nucleus	Nucleus	Non-secretome
Cbx3	183	Nucleus	Nucleus	Non-secretome
Nova1	507	Nucleus	Nucleus	Non-secretome
Ndufa11	141	Other	Mitochondrion inner membrane	Non-secretome
Dll4	686	Plasma membrane	Cell membrane	Non-secretome
Mup17	180	Secreted	Secreted	Non-secretome
Krtap9-3	136	Unknown	Unknown	Non-secretome
Plekhd1	505	Unknown	Unknown	Non-secretome
Rps27l	84	Cytosol	Cytoplasm	Non-secretome
Prss22	307	Nucleoplasm	Nucleoplasm	Non-secretome
S100a4	101	Secreted	Secreted	Non-secretome
Msrb2	175	Other	Mitochondrion	Non-secretome
Prl7c1	251	Secreted	Secreted	Non-secretome
Mkx	353	Nucleus	Nucleus	Non-secretome
Sat2	170	Cytosol	Cytoplasm	Non-secretome
Rgs22	1258	Cytosol	Cytoplasm	Non-secretome
Dapk3	448	Nucleus	Nucleus	Non-secretome
Jam2	298	Plasma membrane	Cell membrane	Non-secretome
Fes	822	Cytosol	Cytoplasm	Non-secretome
Ier3ip1	82	ER	Endoplasmic reticulum membrane	Non-secretome
Tceal8	117	Nucleus	Nucleus	Non-secretome
Mark3	753	Plasma membrane	Cell membrane	Non-secretome
Ssr4	172	ER	Endoplasmic reticulum membrane	Non-secretome
Hoxb6	224	Nucleus	Nucleus	Non-secretome
Cyp2b19	492	ER	Endoplasmic reticulum membrane	Non-secretome
Arhgap29	1266	Nucleoplasm	Nucleoplasm	Non-secretome
Sez6l2	910	Plasma membrane	Cell membrane	Non-secretome
Prkcsh	521	ER	Endoplasmic reticulum	Non-secretome
Odad1	658	Unknown	Cell projection	Non-secretome
Rnase2b	155	Unknown	Unknown	Non-secretome
Rbm17	405	Nucleus	Nucleus	Non-secretome
Fam171b	825	Unknown	Membrane	Non-secretome
Cmtm4	208	Unknown	Membrane	Non-secretome
Pno1	248	Nucleus	Nucleus	Non-secretome
Cilp	1184	Secreted	Secreted	Non-secretome
Klc1	541	Unknown	Cell projection	Non-secretome
Med9	142	Nucleus	Nucleus	Non-secretome
Mbl2	244	Secreted	Secreted	Non-secretome
Mcptl	246	Unknown	Unknown	Non-secretome
Lgals12	314	Nucleus	Nucleus	Non-secretome
Alb	608	Secreted	Secreted	Non-secretome
Pptc7	310	Other	Mitochondrion matrix	Non-secretome
Tmem201	664	Nucleus	Nucleus inner membrane	Non-secretome
